0|Abbot|Crater, craters
0|Sundman|Crater, craters
0|Susan|Crater, craters
0|Sverdrup|Crater, craters
0|Swann|Crater, craters
0|Swasey|Crater, craters
0|Swift|Crater, craters
0|Sylvester|Crater, craters
0|Szilard|Crater, craters
0|Sommering|Crater, craters
0|T  Mayer|Crater, craters
0|Tacchini|Crater, craters
0|Tacitus|Crater, craters
0|Tacquet|Crater, craters
0|Taizo|Crater, craters
0|Talbot|Crater, craters
0|Tamm|Crater, craters
0|Tannerus|Crater, craters
0|Taruntius|Crater, craters
0|Taurus Littrow Valley|Landing site name
0|Taylor|Crater, craters
0|Tebbutt|Crater, craters
0|Teisserenc|Crater, craters
0|Tempel|Crater, craters
0|Ten Bruggencate|Crater, craters
0|Tereshkova|Crater, craters
0|Terrace|Landing site name
0|Tesla|Crater, craters
0|Thales|Crater, craters
0|Theaetetus|Crater, craters
0|Thebit|Crater, craters
0|Theiler|Crater, craters
0|Theon Junior|Crater, craters
0|Theon Senior|Crater, craters
1|Theophilus|Crater, craters|1
0|Theophrastus|Crater, craters
0|Thiel|Crater, craters
0|Thiessen|Crater, craters
0|Thomson|Crater, craters
0|Tikhomirov|Crater, craters
0|Tikhov|Crater, craters
0|Tsiolkovskiy X|Satellite Feature
0|Timaeus|Crater, craters
0|Timiryazev|Crater, craters
0|Timocharis|Crater, craters
0|Tiselius|Crater, craters
0|Tisserand|Crater, craters
0|Titius|Crater, craters
0|Titov|Crater, craters
0|Tolansky|Crater, craters
0|Torricelli|Crater, craters
0|Tortilla Flat|Landing site name
0|Toscanelli|Crater, craters
0|Townley|Crater, craters
0|Tralles|Crater, craters
0|Trident|Landing site name
0|Triesnecker|Crater, craters
0|Trouvelot|Crater, craters
0|Trumpler|Crater, craters
0|Tsander  Zander|Crater, craters
0|Tseraskiy  Ceraski|Crater, craters
0|Tsinger  Zinger|Crater, craters
0|Tsiolkovskiy|Crater, craters
0|Tsu Chung Chi|Crater, craters
0|Tucker|Crater, craters
0|Turner|Crater, craters
3|Tycho|Crater, craters|1
0|Tyndall|Crater, craters
0|Ukert|Crater, craters
0|Ulugh Beigh|Crater, craters
0|Urey|Crater, craters
0|Valier|Crater, craters
3|Vallis Alpes|Vallis, valles|2
0|Vallis Baade|Vallis, valles
0|Vallis Bohr|Vallis, valles
0|Vallis Bouvard|Vallis, valles
0|Vallis Capella|Vallis, valles
0|Vallis Inghirami|Vallis, valles
0|Vallis Palitzsch|Vallis, valles
0|Vallis Planck|Vallis, valles
2|Vallis Rheita|Vallis, valles
0|Vallis Schrodinger|Vallis, valles
1|Vallis Schroteri|Vallis, valles|2
0|Vallis Snellius|Vallis, valles
0|van Albada|Crater, craters
0|Van Biesbroeck|Crater, craters
0|Van de Graaff|Crater, craters
0|Van den Bergh|Crater, craters
0|van den Bos|Crater, craters
0|Van der Waals|Crater, craters
0|Van Gent|Crater, craters
0|Van Maanen|Crater, craters
0|van Rhijn|Crater, craters
0|Van Vleck|Crater, craters
0|Van Wijk|Crater, craters
0|van t Hoff|Crater, craters
0|Vasco da Gama|Crater, craters
0|Vashakidze|Crater, craters
0|Vavilov|Crater, craters
0|Vega|Crater, craters
1|Vendelinus|Crater, craters|1
0|Vening Meinesz|Crater, craters
0|Ventris|Crater, craters
0|Vera|Crater, craters
0|Vernadskiy|Crater, craters
0|Verne|Crater, craters
0|Vertregt|Crater, craters
0|Very|Crater, craters
0|Vesalius|Crater, craters
0|Vestine|Crater, craters
0|Vetchinkin|Crater, craters
0|Victory|Landing site name
0|Vieta|Crater, craters
0|Vil ev|Crater, craters
0|Virchow|Crater, craters
0|Virtanen|Crater, craters
0|Vitello|Crater, craters
0|Vitruvius|Crater, craters
0|Viviani|Crater, craters
0|Vlacq|Crater, craters
0|Vogel|Crater, craters
0|Volkov|Crater, craters
0|Volta|Crater, craters
0|Volterra|Crater, craters
0|von Behring|Crater, craters
0|von Braun|Crater, craters
0|von Bekesy|Crater, craters
0|Von der Pahlen|Crater, craters
0|Von Karman|Crater, craters
0|Von Neumann|Crater, craters
0|Von Zeipel|Crater, craters
0|Voskresenskiy|Crater, craters
0|Vaisala|Crater, craters
0|W  Bond|Crater, craters
0|Walker|Crater, craters
0|Wallace|Crater, craters
0|Wallach|Crater, craters
1|Walter|Crater, craters|1
0|Walther|Crater, craters
0|Wan Hoo  Van Gu|Crater, craters
2|Wargentin|Crater, craters
0|Warner|Crater, craters
0|Waterman|Crater, craters
0|Watson|Crater, craters
0|Watt|Crater, craters
0|Watts|Crater, craters
0|Webb|Crater, craters
0|Weber|Crater, craters
0|Wegener|Crater, craters
0|Weierstrass|Crater, craters
0|Weigel|Crater, craters
0|Weinek|Crater, craters
0|Weiss|Crater, craters
0|Werner|Crater, craters
0|West|Landing site name
0|Wexler|Crater, craters
0|Weyl|Crater, craters
0|Whewell|Crater, craters
0|White|Crater, craters
0|Wichmann|Crater, craters
0|Widmannstatten|Crater, craters
0|Wiechert|Crater, craters
0|Wiener|Crater, craters
0|Wildt|Crater, craters
0|Wilhelm|Crater, craters
0|Wilkins|Crater, craters
0|Williams|Crater, craters
0|Wilsing|Crater, craters
0|Wilson|Crater, craters
0|Winkler|Crater, craters
0|Winlock|Crater, craters
0|Winthrop|Crater, craters
2|Wolf|Crater, craters
0|Wollaston|Crater, craters
0|Woltjer|Crater, craters
0|Wood|Crater, craters
0|Wright|Crater, craters
0|Wrottesley|Crater, craters
0|Wroblewski|Crater, craters
0|Wurzelbauer|Crater, craters
0|Wyld|Crater, craters
0|Wohler|Crater, craters
0|Xenophanes|Crater, craters
0|Xenophon|Crater, craters
0|Yablochkov|Crater, craters
0|Yakovkin|Crater, craters
0|Yamamoto|Crater, craters
0|Yangel|Crater, craters
0|Yerkes|Crater, craters
0|Yoshi|Crater, craters
0|Young|Crater, craters
0|Zach|Crater, craters
0|Zagut|Crater, craters
0|Zanstra|Crater, craters
0|Zasyadko|Crater, craters
0|Zeeman|Crater, craters
0|Zelinskiy|Crater, craters
0|Zeno|Crater, craters
0|Zernike|Crater, craters
0|Zhiritskiy|Crater, craters
0|Zhukovskiy|Crater, craters
0|Zinner|Crater, craters
0|Zsigmondy|Crater, craters
0|Zucchius|Crater, craters
0|Zupus|Crater, craters
0|Zwicky|Crater, craters
0|Zahringer|Crater, craters
0|Zollner|Crater, craters
0|Rimae Hase|Rima, rimae
0|Safarik|Crater, craters
0|Abbe H|Satellite Feature
0|Abbe K|Satellite Feature
0|Abbe M|Satellite Feature
0|Abel A|Satellite Feature
0|Abel B|Satellite Feature
0|Abel C|Satellite Feature
0|Abel D|Satellite Feature
0|Abel E|Satellite Feature
0|Abel J|Satellite Feature
0|Abel K|Satellite Feature
0|Abel L|Satellite Feature
0|Abel M|Satellite Feature
0|Abenezra A|Satellite Feature
0|Abenezra B|Satellite Feature
0|Abenezra C|Satellite Feature
0|Abenezra D|Satellite Feature
0|Abenezra E|Satellite Feature
0|Abenezra F|Satellite Feature
0|Abenezra G|Satellite Feature
0|Abenezra H|Satellite Feature
0|Abenezra J|Satellite Feature
0|Abenezra P|Satellite Feature
0|Abul Wafa A|Satellite Feature
0|Abul Wafa Q|Satellite Feature
0|Abulfeda A|Satellite Feature
0|Abulfeda B|Satellite Feature
0|Abulfeda BA|Satellite Feature
0|Abulfeda C|Satellite Feature
0|Abulfeda D|Satellite Feature
0|Abulfeda E|Satellite Feature
0|Abulfeda F|Satellite Feature
0|Abulfeda G|Satellite Feature
0|Abulfeda H|Satellite Feature
0|Abulfeda J|Satellite Feature
0|Abulfeda K|Satellite Feature
0|Abulfeda L|Satellite Feature
0|Abulfeda M|Satellite Feature
0|Abulfeda N|Satellite Feature
0|Abulfeda O|Satellite Feature
0|Abulfeda P|Satellite Feature
0|Abulfeda Q|Satellite Feature
0|Abulfeda R|Satellite Feature
0|Abulfeda S|Satellite Feature
0|Abulfeda T|Satellite Feature
0|Abulfeda U|Satellite Feature
0|Abulfeda W|Satellite Feature
0|Abulfeda X|Satellite Feature
0|Abulfeda Y|Satellite Feature
0|Abulfeda Z|Satellite Feature
0|Adams B|Satellite Feature
0|Adams C|Satellite Feature
0|Adams D|Satellite Feature
0|Adams M|Satellite Feature
0|Adams P|Satellite Feature
0|Agatharchides A|Satellite Feature
0|Agatharchides B|Satellite Feature
0|Agatharchides C|Satellite Feature
0|Agatharchides E|Satellite Feature
0|Agatharchides F|Satellite Feature
0|Agatharchides G|Satellite Feature
0|Agatharchides H|Satellite Feature
0|Agatharchides J|Satellite Feature
0|Agatharchides K|Satellite Feature
0|Agatharchides L|Satellite Feature
0|Agatharchides N|Satellite Feature
0|Agatharchides O|Satellite Feature
0|Agatharchides P|Satellite Feature
0|Agatharchides R|Satellite Feature
0|Agatharchides S|Satellite Feature
0|Agatharchides T|Satellite Feature
0|Agrippa B|Satellite Feature
0|Agrippa D|Satellite Feature
0|Agrippa E|Satellite Feature
0|Agrippa F|Satellite Feature
0|Agrippa G|Satellite Feature
0|Agrippa H|Satellite Feature
0|Agrippa S|Satellite Feature
0|Airy A|Satellite Feature
0|Airy B|Satellite Feature
0|Airy C|Satellite Feature
0|Airy D|Satellite Feature
0|Airy E|Satellite Feature
0|Airy F|Satellite Feature
0|Airy G|Satellite Feature
0|Airy H|Satellite Feature
0|Airy J|Satellite Feature
0|Airy L|Satellite Feature
0|Airy M|Satellite Feature
0|Airy N|Satellite Feature
0|Airy O|Satellite Feature
0|Airy P|Satellite Feature
0|Airy R|Satellite Feature
0|Airy S|Satellite Feature
0|Airy T|Satellite Feature
0|Airy V|Satellite Feature
0|Airy X|Satellite Feature
0|Aitken A|Satellite Feature
0|Aitken C|Satellite Feature
0|Aitken G|Satellite Feature
0|Aitken N|Satellite Feature
0|Aitken Y|Satellite Feature
0|Aitken Z|Satellite Feature
0|Al Biruni C|Satellite Feature
0|Al Khwarizmi B|Satellite Feature
0|Al Khwarizmi G|Satellite Feature
0|Al Khwarizmi H|Satellite Feature
0|Al Khwarizmi J|Satellite Feature
0|Al Khwarizmi K|Satellite Feature
0|Al Khwarizmi L|Satellite Feature
0|Al Khwarizmi M|Satellite Feature
0|Al Khwarizmi T|Satellite Feature
0|Albategnius A|Satellite Feature
0|Albategnius B|Satellite Feature
0|Albategnius C|Satellite Feature
0|Albategnius D|Satellite Feature
0|Albategnius E|Satellite Feature
0|Albategnius G|Satellite Feature
0|Albategnius H|Satellite Feature
0|Albategnius J|Satellite Feature
0|Albategnius K|Satellite Feature
0|Albategnius L|Satellite Feature
0|Albategnius M|Satellite Feature
0|Albategnius N|Satellite Feature
0|Albategnius O|Satellite Feature
0|Albategnius P|Satellite Feature
0|Albategnius S|Satellite Feature
0|Albategnius T|Satellite Feature
0|Alden B|Satellite Feature
0|Alden C|Satellite Feature
0|Alden E|Satellite Feature
0|Alden V|Satellite Feature
0|Alder E|Satellite Feature
0|Alekhin E|Satellite Feature
0|Alexander A|Satellite Feature
0|Alexander B|Satellite Feature
0|Alexander C|Satellite Feature
0|Alexander K|Satellite Feature
0|Alfraganus A|Satellite Feature
0|Alfraganus C|Satellite Feature
0|Alfraganus D|Satellite Feature
0|Alfraganus E|Satellite Feature
0|Alfraganus F|Satellite Feature
0|Alfraganus G|Satellite Feature
0|Alfraganus H|Satellite Feature
0|Alfraganus K|Satellite Feature
0|Alfraganus M|Satellite Feature
0|Alhazen A|Satellite Feature
0|Alhazen D|Satellite Feature
0|Aliacensis A|Satellite Feature
0|Aliacensis B|Satellite Feature
0|Aliacensis C|Satellite Feature
0|Aliacensis D|Satellite Feature
0|Aliacensis E|Satellite Feature
0|Aliacensis F|Satellite Feature
0|Aliacensis G|Satellite Feature
0|Aliacensis H|Satellite Feature
0|Aliacensis K|Satellite Feature
0|Aliacensis W|Satellite Feature
0|Aliacensis X|Satellite Feature
0|Aliacensis Y|Satellite Feature
0|Aliacensis Z|Satellite Feature
0|Almanon A|Satellite Feature
0|Almanon B|Satellite Feature
0|Almanon C|Satellite Feature
0|Almanon D|Satellite Feature
0|Almanon E|Satellite Feature
0|Almanon F|Satellite Feature
0|Almanon G|Satellite Feature
0|Almanon H|Satellite Feature
0|Almanon K|Satellite Feature
0|Almanon L|Satellite Feature
0|Almanon P|Satellite Feature
0|Almanon Q|Satellite Feature
0|Almanon R|Satellite Feature
0|Alpes A|Satellite Feature
0|Alpes B|Satellite Feature
0|Alpetragius B|Satellite Feature
0|Alpetragius C|Satellite Feature
0|Alpetragius G|Satellite Feature
0|Alpetragius H|Satellite Feature
0|Alpetragius J|Satellite Feature
0|Alpetragius M|Satellite Feature
0|Alpetragius N|Satellite Feature
0|Alpetragius U|Satellite Feature
0|Alpetragius V|Satellite Feature
0|Alpetragius W|Satellite Feature
0|Alpetragius X|Satellite Feature
0|Alphonsus A|Satellite Feature
0|Alphonsus B|Satellite Feature
0|Alphonsus C|Satellite Feature
0|Alphonsus D|Satellite Feature
0|Alphonsus G|Satellite Feature
0|Alphonsus H|Satellite Feature
0|Alphonsus J|Satellite Feature
0|Alphonsus K|Satellite Feature
0|Alphonsus L|Satellite Feature
0|Alphonsus R|Satellite Feature
0|Alphonsus X|Satellite Feature
0|Alphonsus Y|Satellite Feature
0|Alter K|Satellite Feature
0|Alter W|Satellite Feature
0|Amici M|Satellite Feature
0|Amici N|Satellite Feature
0|Amici P|Satellite Feature
0|Amici Q|Satellite Feature
0|Amici R|Satellite Feature
0|Amici T|Satellite Feature
0|Amici U|Satellite Feature
0|Amundsen C|Satellite Feature
0|Anaxagoras A|Satellite Feature
0|Anaxagoras B|Satellite Feature
0|Anaximander A|Satellite Feature
0|Anaximander B|Satellite Feature
0|Anaximander D|Satellite Feature
0|Anaximander H|Satellite Feature
0|Anaximander R|Satellite Feature
0|Anaximander S|Satellite Feature
0|Anaximander T|Satellite Feature
0|Anaximander U|Satellite Feature
0|Anaximenes B|Satellite Feature
0|Anaximenes E|Satellite Feature
0|Anaximenes G|Satellite Feature
0|Anaximenes H|Satellite Feature
0|Andel A|Satellite Feature
0|Andel C|Satellite Feature
0|Andel D|Satellite Feature
0|Andel E|Satellite Feature
0|Andel F|Satellite Feature
0|Andel G|Satellite Feature
0|Andel H|Satellite Feature
0|Andel J|Satellite Feature
0|Andel K|Satellite Feature
0|Andel M|Satellite Feature
0|Andel N|Satellite Feature
0|Andel P|Satellite Feature
0|Andel S|Satellite Feature
0|Andel T|Satellite Feature
0|Andel W|Satellite Feature
0|Anders D|Satellite Feature
0|Anders G|Satellite Feature
0|Anders X|Satellite Feature
0|Anderson E|Satellite Feature
0|Anderson F|Satellite Feature
0|Anderson L|Satellite Feature
0|Angstrom A|Satellite Feature
0|Angstrom B|Satellite Feature
0|Ansgarius B|Satellite Feature
0|Ansgarius C|Satellite Feature
0|Ansgarius M|Satellite Feature
0|Ansgarius N|Satellite Feature
0|Ansgarius P|Satellite Feature
0|Anuchin B|Satellite Feature
0|Anuchin L|Satellite Feature
0|Anuchin N|Satellite Feature
0|Anuchin Q|Satellite Feature
0|Anuchin V|Satellite Feature
0|Apianus A|Satellite Feature
0|Apianus B|Satellite Feature
0|Apianus C|Satellite Feature
0|Apianus D|Satellite Feature
0|Apianus E|Satellite Feature
0|Apianus F|Satellite Feature
0|Apianus G|Satellite Feature
0|Apianus H|Satellite Feature
0|Apianus J|Satellite Feature
0|Apianus K|Satellite Feature
0|Apianus L|Satellite Feature
0|Apianus M|Satellite Feature
0|Apianus N|Satellite Feature
0|Apianus P|Satellite Feature
0|Apianus R|Satellite Feature
0|Apianus S|Satellite Feature
0|Apianus T|Satellite Feature
0|Apianus U|Satellite Feature
0|Apianus V|Satellite Feature
0|Apianus W|Satellite Feature
0|Apianus X|Satellite Feature
0|Apollonius A|Satellite Feature
0|Apollonius B|Satellite Feature
0|Apollonius E|Satellite Feature
0|Apollonius F|Satellite Feature
0|Apollonius H|Satellite Feature
0|Apollonius J|Satellite Feature
0|Apollonius L|Satellite Feature
0|Apollonius M|Satellite Feature
0|Apollonius N|Satellite Feature
0|Apollonius S|Satellite Feature
0|Apollonius U|Satellite Feature
0|Apollonius V|Satellite Feature
0|Apollonius X|Satellite Feature
0|Apollonius Y|Satellite Feature
0|Appleton D|Satellite Feature
0|Appleton M|Satellite Feature
0|Appleton Q|Satellite Feature
0|Appleton R|Satellite Feature
0|Arago B|Satellite Feature
0|Arago C|Satellite Feature
0|Arago D|Satellite Feature
0|Arago E|Satellite Feature
0|Aratus B|Satellite Feature
0|Aratus C|Satellite Feature
0|Aratus CA|Satellite Feature
0|Aratus D|Satellite Feature
0|Archimedes C|Satellite Feature
0|Archimedes D|Satellite Feature
0|Archimedes E|Satellite Feature
0|Archimedes G|Satellite Feature
0|Archimedes H|Satellite Feature
0|Archimedes L|Satellite Feature
0|Archimedes M|Satellite Feature
0|Archimedes N|Satellite Feature
0|Archimedes P|Satellite Feature
0|Archimedes Q|Satellite Feature
0|Archimedes R|Satellite Feature
0|Archimedes S|Satellite Feature
0|Archimedes T|Satellite Feature
0|Archimedes U|Satellite Feature
0|Archimedes V|Satellite Feature
0|Archimedes W|Satellite Feature
0|Archimedes X|Satellite Feature
0|Archimedes Y|Satellite Feature
0|Archimedes Z|Satellite Feature
0|Archytas B|Satellite Feature
0|Archytas D|Satellite Feature
0|Archytas G|Satellite Feature
0|Archytas K|Satellite Feature
0|Archytas L|Satellite Feature
0|Archytas U|Satellite Feature
0|Archytas W|Satellite Feature
0|Argelander A|Satellite Feature
0|Argelander B|Satellite Feature
0|Argelander C|Satellite Feature
0|Argelander D|Satellite Feature
0|Argelander W|Satellite Feature
0|Ariadaeus A|Satellite Feature
0|Ariadaeus B|Satellite Feature
0|Ariadaeus D|Satellite Feature
0|Ariadaeus E|Satellite Feature
0|Ariadaeus F|Satellite Feature
0|Aristarchus B|Satellite Feature
0|Aristarchus D|Satellite Feature
0|Aristarchus F|Satellite Feature
0|Aristarchus H|Satellite Feature
0|Aristarchus N|Satellite Feature
0|Aristarchus S|Satellite Feature
0|Aristarchus T|Satellite Feature
0|Aristarchus U|Satellite Feature
0|Aristarchus Z|Satellite Feature
0|Aristillus A|Satellite Feature
0|Aristillus B|Satellite Feature
0|Aristoteles D|Satellite Feature
0|Aristoteles M|Satellite Feature
0|Aristoteles N|Satellite Feature
0|Arminski D|Satellite Feature
0|Arminski K|Satellite Feature
0|Arnold A|Satellite Feature
0|Arnold E|Satellite Feature
0|Arnold F|Satellite Feature
0|Arnold G|Satellite Feature
0|Arnold H|Satellite Feature
0|Arnold J|Satellite Feature
0|Arnold K|Satellite Feature
0|Arnold L|Satellite Feature
0|Arnold M|Satellite Feature
0|Arnold N|Satellite Feature
0|Arrhenius J|Satellite Feature
0|Artem ev G|Satellite Feature
0|Artem ev L|Satellite Feature
0|Arzachel A|Satellite Feature
0|Arzachel B|Satellite Feature
0|Arzachel C|Satellite Feature
0|Arzachel D|Satellite Feature
0|Arzachel H|Satellite Feature
0|Arzachel K|Satellite Feature
0|Arzachel L|Satellite Feature
0|Arzachel M|Satellite Feature
0|Arzachel N|Satellite Feature
0|Arzachel T|Satellite Feature
0|Arzachel Y|Satellite Feature
0|Asclepi A|Satellite Feature
0|Asclepi B|Satellite Feature
0|Asclepi C|Satellite Feature
0|Asclepi D|Satellite Feature
0|Asclepi E|Satellite Feature
0|Asclepi G|Satellite Feature
0|Asclepi H|Satellite Feature
0|Aston K|Satellite Feature
0|Aston L|Satellite Feature
0|Atlas A|Satellite Feature
0|Atlas D|Satellite Feature
0|Atlas E|Satellite Feature
0|Atlas G|Satellite Feature
0|Atlas L|Satellite Feature
0|Atlas P|Satellite Feature
0|Atlas W|Satellite Feature
0|Atlas X|Satellite Feature
0|Autolycus A|Satellite Feature
0|Autolycus K|Satellite Feature
0|Auwers A|Satellite Feature
0|Auzout C|Satellite Feature
0|Auzout D|Satellite Feature
0|Auzout E|Satellite Feature
0|Auzout L|Satellite Feature
0|Auzout R|Satellite Feature
0|Auzout U|Satellite Feature
0|Auzout V|Satellite Feature
0|Avicenna E|Satellite Feature
0|Avicenna G|Satellite Feature
0|Avicenna R|Satellite Feature
0|Avogadro D|Satellite Feature
0|Azophi A|Satellite Feature
0|Azophi B|Satellite Feature
0|Azophi C|Satellite Feature
0|Azophi D|Satellite Feature
0|Azophi E|Satellite Feature
0|Azophi F|Satellite Feature
0|Azophi G|Satellite Feature
0|Azophi H|Satellite Feature
0|Azophi J|Satellite Feature
0|Babbage A|Satellite Feature
0|Babbage B|Satellite Feature
0|Babbage C|Satellite Feature
0|Babbage D|Satellite Feature
0|Babbage E|Satellite Feature
0|Babbage U|Satellite Feature
0|Babbage X|Satellite Feature
0|Babcock H|Satellite Feature
0|Babcock K|Satellite Feature
0|Backlund E|Satellite Feature
0|Backlund L|Satellite Feature
0|Backlund N|Satellite Feature
0|Backlund P|Satellite Feature
0|Backlund R|Satellite Feature
0|Backlund S|Satellite Feature
0|Baco A|Satellite Feature
0|Baco B|Satellite Feature
0|Baco C|Satellite Feature
0|Baco D|Satellite Feature
0|Baco E|Satellite Feature
0|Baco F|Satellite Feature
0|Baco G|Satellite Feature
0|Baco H|Satellite Feature
0|Baco J|Satellite Feature
0|Baco K|Satellite Feature
0|Baco L|Satellite Feature
0|Baco M|Satellite Feature
0|Baco N|Satellite Feature
0|Baco O|Satellite Feature
0|Baco P|Satellite Feature
0|Baco Q|Satellite Feature
0|Baco R|Satellite Feature
0|Baco S|Satellite Feature
0|Baco T|Satellite Feature
0|Baco U|Satellite Feature
0|Baco W|Satellite Feature
0|Baco Z|Satellite Feature
0|Baillaud A|Satellite Feature
0|Baillaud B|Satellite Feature
0|Baillaud C|Satellite Feature
0|Baillaud D|Satellite Feature
0|Baillaud E|Satellite Feature
0|Baillaud F|Satellite Feature
0|Bailly A|Satellite Feature
0|Bailly B|Satellite Feature
0|Bailly C|Satellite Feature
0|Bailly D|Satellite Feature
0|Bailly E|Satellite Feature
0|Bailly F|Satellite Feature
0|Bailly G|Satellite Feature
0|Bailly H|Satellite Feature
0|Bailly K|Satellite Feature
0|Bailly L|Satellite Feature
0|Bailly M|Satellite Feature
0|Bailly N|Satellite Feature
0|Bailly O|Satellite Feature
0|Bailly P|Satellite Feature
0|Bailly R|Satellite Feature
0|Bailly T|Satellite Feature
0|Bailly U|Satellite Feature
0|Bailly V|Satellite Feature
0|Bailly Y|Satellite Feature
0|Bailly Z|Satellite Feature
0|Baily A|Satellite Feature
0|Baily B|Satellite Feature
0|Baily K|Satellite Feature
0|Balboa A|Satellite Feature
0|Balboa B|Satellite Feature
0|Balboa C|Satellite Feature
0|Balboa D|Satellite Feature
0|Baldet J|Satellite Feature
0|Ball A|Satellite Feature
0|Ball B|Satellite Feature
0|Ball C|Satellite Feature
0|Ball D|Satellite Feature
0|Ball E|Satellite Feature
0|Ball F|Satellite Feature
0|Ball G|Satellite Feature
0|Balmer M|Satellite Feature
0|Balmer N|Satellite Feature
0|Balmer P|Satellite Feature
0|Balmer Q|Satellite Feature
0|Balmer R|Satellite Feature
0|Balmer S|Satellite Feature
0|Banachiewicz B|Satellite Feature
0|Banachiewicz C|Satellite Feature
0|Banachiewicz E|Satellite Feature
0|Barbier F|Satellite Feature
0|Barbier D|Satellite Feature
0|Barbier G|Satellite Feature
0|Barbier H|Satellite Feature
0|Barbier J|Satellite Feature
0|Barbier K|Satellite Feature
0|Barbier U|Satellite Feature
0|Barbier V|Satellite Feature
0|Barnard A|Satellite Feature
0|Barnard D|Satellite Feature
0|Barocius B|Satellite Feature
0|Barocius C|Satellite Feature
0|Barocius D|Satellite Feature
0|Barocius E|Satellite Feature
0|Barocius EC|Satellite Feature
0|Barocius F|Satellite Feature
0|Barocius G|Satellite Feature
0|Barocius H|Satellite Feature
0|Barocius J|Satellite Feature
0|Barocius K|Satellite Feature
0|Barocius L|Satellite Feature
0|Barocius M|Satellite Feature
0|Barocius N|Satellite Feature
0|Barocius O|Satellite Feature
0|Barocius R|Satellite Feature
0|Barocius S|Satellite Feature
0|Barocius W|Satellite Feature
0|Barringer C|Satellite Feature
0|Barringer Z|Satellite Feature
0|Barrow A|Satellite Feature
0|Barrow B|Satellite Feature
0|Barrow C|Satellite Feature
0|Barrow E|Satellite Feature
0|Barrow F|Satellite Feature
0|Barrow G|Satellite Feature
0|Barrow H|Satellite Feature
0|Barrow K|Satellite Feature
0|Barrow M|Satellite Feature
0|Bartels A|Satellite Feature
0|Bayer A|Satellite Feature
0|Bayer B|Satellite Feature
0|Bayer C|Satellite Feature
0|Bayer D|Satellite Feature
0|Bayer E|Satellite Feature
0|Bayer F|Satellite Feature
0|Bayer G|Satellite Feature
0|Bayer H|Satellite Feature
0|Bayer J|Satellite Feature
0|Bayer K|Satellite Feature
0|Bayer L|Satellite Feature
0|Bayer M|Satellite Feature
0|Bayer N|Satellite Feature
0|Bayer P|Satellite Feature
0|Bayer R|Satellite Feature
0|Bayer S|Satellite Feature
0|Bayer T|Satellite Feature
0|Bayer U|Satellite Feature
0|Bayer V|Satellite Feature
0|Bayer W|Satellite Feature
0|Bayer X|Satellite Feature
0|Bayer Y|Satellite Feature
0|Bayer Z|Satellite Feature
0|Beaumont A|Satellite Feature
0|Beaumont B|Satellite Feature
0|Beaumont C|Satellite Feature
0|Beaumont D|Satellite Feature
0|Beaumont E|Satellite Feature
0|Beaumont F|Satellite Feature
0|Beaumont G|Satellite Feature
0|Beaumont H|Satellite Feature
0|Beaumont J|Satellite Feature
0|Beaumont K|Satellite Feature
0|Beaumont L|Satellite Feature
0|Beaumont M|Satellite Feature
0|Beaumont N|Satellite Feature
0|Beaumont P|Satellite Feature
0|Beaumont R|Satellite Feature
0|Becquerel E|Satellite Feature
0|Becquerel F|Satellite Feature
0|Becquerel W|Satellite Feature
0|Becquerel X|Satellite Feature
0|Becvar D|Satellite Feature
0|Becvar E|Satellite Feature
0|Becvar J|Satellite Feature
0|Becvar Q|Satellite Feature
0|Becvar S|Satellite Feature
0|Becvar T|Satellite Feature
0|Becvar X|Satellite Feature
0|Beer A|Satellite Feature
0|Beer B|Satellite Feature
0|Beer E|Satellite Feature
0|Behaim B|Satellite Feature
0|Behaim BA|Satellite Feature
0|Behaim C|Satellite Feature
0|Behaim N|Satellite Feature
0|Behaim S|Satellite Feature
0|Behaim T|Satellite Feature
0|Beijerinck C|Satellite Feature
0|Beijerinck D|Satellite Feature
0|Beijerinck H|Satellite Feature
0|Beijerinck J|Satellite Feature
0|Beijerinck R|Satellite Feature
0|Beijerinck S|Satellite Feature
0|Beijerinck U|Satellite Feature
0|Beijerinck V|Satellite Feature
0|Bel kovich A|Satellite Feature
0|Bel kovich B|Satellite Feature
0|Bel kovich K|Satellite Feature
0|Bell E|Satellite Feature
0|Bell J|Satellite Feature
0|Bell K|Satellite Feature
0|Bell L|Satellite Feature
0|Bell N|Satellite Feature
0|Bell Q|Satellite Feature
0|Bell T|Satellite Feature
0|Bell Y|Satellite Feature
0|Bellot A|Satellite Feature
0|Bellot B|Satellite Feature
0|Belyaev Q|Satellite Feature
0|Blazhko L|Satellite Feature
0|Blazhko R|Satellite Feature
0|Bode A|Satellite Feature
0|Bode B|Satellite Feature
0|Bode C|Satellite Feature
0|Bergstrand G|Satellite Feature
0|Bergstrand J|Satellite Feature
0|Bergstrand Q|Satellite Feature
0|Berkner A|Satellite Feature
0|Berkner B|Satellite Feature
0|Berkner Y|Satellite Feature
0|Berlage R|Satellite Feature
0|Bernoulli A|Satellite Feature
0|Bernoulli B|Satellite Feature
0|Bernoulli C|Satellite Feature
0|Bernoulli D|Satellite Feature
0|Bernoulli E|Satellite Feature
0|Bernoulli K|Satellite Feature
0|Berosus A|Satellite Feature
0|Berosus F|Satellite Feature
0|Berosus K|Satellite Feature
0|Berzelius A|Satellite Feature
0|Berzelius B|Satellite Feature
0|Berzelius F|Satellite Feature
